"cim10","c_type","cma","lib_long","libelle","parent","type"
B487,0,4,Mycoses opportunistes,,B48,Pas de restriction particulière (valeur par défaut).
B488,0,2,Autres mycoses précisées,,B48,Pas de restriction particulière (valeur par défaut).
B49,1,1,"Mycose, sans précision",,,Diagnostic interdit en DP et DR - Autorisé ailleurs
B50,3,0,Paludisme à Plasmodium falciparum,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
B500,0,2,Paludisme à Plasmodium falciparum avec complications cérébrales,,B50,Pas de restriction particulière (valeur par défaut).
B508,0,2,Autres formes sévères et compliquées de paludisme à Plasmodium falciparum,,B50,Pas de restriction particulière (valeur par défaut).
B509,0,1,"Paludisme à Plasmodium falciparum, sans précision",,B50,Pas de restriction particulière (valeur par défaut).
B51,3,0,Paludisme à Plasmodium vivax,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
B510,0,1,"Paludisme à Plasmodium vivax, avec rupture de la rate",,B51,Pas de restriction particulière (valeur par défaut).
B518,0,1,"Paludisme à Plasmodium vivax, avec autres complications",,B51,Pas de restriction particulière (valeur par défaut).
B519,0,1,"Paludisme à Plasmodium vivax, (sans complication)",,B51,Pas de restriction particulière (valeur par défaut).
B52,3,0,Paludisme à Plasmodium malariae,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
B520,0,1,"Paludisme à Plasmodium malariae, avec atteinte rénale",,B52,Pas de restriction particulière (valeur par défaut).
B528,0,1,"Paludisme à Plasmodium malariae, avec autres complications",,B52,Pas de restriction particulière (valeur par défaut).
B529,0,1,"Paludisme à Plasmodium malariae, (sans complication)",,B52,Pas de restriction particulière (valeur par défaut).
B53,3,0,Autres paludismes confirmés par examen parasitologique,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
B530,0,1,Paludisme à Plasmodium ovale,,B53,Pas de restriction particulière (valeur par défaut).
B531,0,1,Paludisme à plasmodies simiennes,,B53,Pas de restriction particulière (valeur par défaut).
B538,0,1,"Autres paludismes, confirmés par examen parasitologique, non classés ailleurs",,B53,Pas de restriction particulière (valeur par défaut).
B54,0,1,"Paludisme, sans précision",,,Pas de restriction particulière (valeur par défaut).
B55,3,0,Leishmaniose,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
B550,0,1,Leishmaniose viscérale,,B55,Pas de restriction particulière (valeur par défaut).
B551,0,1,Leishmaniose cutanée,,B55,Pas de restriction particulière (valeur par défaut).
B552,0,1,Leishmaniose cutanéo-muqueuse,,B55,Pas de restriction particulière (valeur par défaut).
B559,0,1,"Leishmaniose, sans précision",,B55,Pas de restriction particulière (valeur par défaut).
B56,3,0,Trypanosomiase africaine,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
B560,0,2,Trypanosomiase à Trypanosoma gambiense,,B56,Pas de restriction particulière (valeur par défaut).
B561,0,2,Trypanosomiase à Trypanosoma rhodesiense,,B56,Pas de restriction particulière (valeur par défaut).
B569,0,2,"Trypanosomiase africaine, sans précision",,B56,Pas de restriction particulière (valeur par défaut).
B57,3,0,Maladie de Chagas,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
B570,0,2,"Forme aiguë de la maladie de Chagas, avec atteinte cardiaque (I41.2*, I98.1*)",,B57,Pas de restriction particulière (valeur par défaut).
B571,0,2,"Forme aiguë de la maladie de Chagas, (sans atteinte cardiaque)",,B57,Pas de restriction particulière (valeur par défaut).
B572,0,2,"Maladie de Chagas (chronique avec atteinte cardiaque) (I41.2*, I98.1*)",,B57,Pas de restriction particulière (valeur par défaut).
B573,0,2,Maladie de Chagas (chronique) avec atteinte de l appareil digestif,,B57,Pas de restriction particulière (valeur par défaut).
B574,0,2,Maladie de Chagas (chronique) avec atteinte du système nerveux,,B57,Pas de restriction particulière (valeur par défaut).
B575,0,2,Maladie de Chagas (chronique) avec atteinte d autres organes,,B57,Pas de restriction particulière (valeur par défaut).
B58,3,0,Toxoplasmose,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
B580,0,1,Oculopathie à Toxoplasma,,B58,Pas de restriction particulière (valeur par défaut).
B581,0,1,Hépatite à Toxoplasma (K77.0*),,B58,Pas de restriction particulière (valeur par défaut).
B582,0,3,Méningo-encéphalite à Toxoplasma (G05.2*),,B58,Pas de restriction particulière (valeur par défaut).
B583,0,1,Toxoplasmose pulmonaire (J17.3*),,B58,Pas de restriction particulière (valeur par défaut).
B588,0,1,Toxoplasmose avec atteinte d autres organes,,B58,Pas de restriction particulière (valeur par défaut).
B589,0,1,"Toxoplasmose, sans précision",,B58,Pas de restriction particulière (valeur par défaut).
B59,0,4,Pneumocystose,,,Pas de restriction particulière (valeur par défaut).
B60,3,0,"Autres maladies dues à des protozoaires, non classées ailleurs",,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
B600,0,1,Babésiose,,B60,Pas de restriction particulière (valeur par défaut).
B601,0,1,Acanthamoebiose,,B60,Pas de restriction particulière (valeur par défaut).
B602,0,1,Nægleriase,,B60,Pas de restriction particulière (valeur par défaut).
B740,0,2,Filariose à Wuchereria bancrofti,,B74,Pas de restriction particulière (valeur par défaut).
B608,3,0,Autres maladies précisées dues à des protozoaires,,B60,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
B6080,0,1,Microsporidiose extra-intestinale,,B608,Pas de restriction particulière (valeur par défaut).
B6088,0,1,Maladie précisée due à d autres protozoaires,,B608,Pas de restriction particulière (valeur par défaut).
B64,1,1,"Maladie due à des protozoaires, sans précision",,,Diagnostic interdit en DP et DR - Autorisé ailleurs
B65,3,0,Schistosomiase [bilharziose],,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
B650,0,1,Schistosomiase due à Schistosoma haematobium [schistosomiase urinaire],,B65,Pas de restriction particulière (valeur par défaut).
B651,0,1,Schistosomiase due à Schistosoma mansoni [schistosomiase intestinale],,B65,Pas de restriction particulière (valeur par défaut).
B652,0,1,Schistosomiase due à Schistosoma japonicum,,B65,Pas de restriction particulière (valeur par défaut).
B653,0,1,Dermite cercarienne,,B65,Pas de restriction particulière (valeur par défaut).
B658,0,1,Autres formes de schistosomiase,,B65,Pas de restriction particulière (valeur par défaut).
B659,0,1,"Schistosomiase, sans précision",,B65,Pas de restriction particulière (valeur par défaut).
B66,3,0,Autres infections par douves [distomatoses],,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
B660,0,2,Opisthorchiase,,B66,Pas de restriction particulière (valeur par défaut).
B661,0,2,Clonorchiase,,B66,Pas de restriction particulière (valeur par défaut).
B662,0,2,Dicrocoeliase,,B66,Pas de restriction particulière (valeur par défaut).
B663,0,2,Fasciolase,,B66,Pas de restriction particulière (valeur par défaut).
B664,0,2,Paragonimiase,,B66,Pas de restriction particulière (valeur par défaut).
B665,0,2,Fasciolopsiase,,B66,Pas de restriction particulière (valeur par défaut).
B668,0,2,Autres infections par douves précisées,,B66,Pas de restriction particulière (valeur par défaut).
B669,0,2,"Infection par douves, sans précision",,B66,Pas de restriction particulière (valeur par défaut).
B67,3,0,Échinococcose,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
B670,0,2,Infection hépatique à Echinococcus granulosus,,B67,Pas de restriction particulière (valeur par défaut).
B671,0,2,Infection pulmonaire à Echinococcus granulosus,,B67,Pas de restriction particulière (valeur par défaut).
B672,0,2,Infection osseuse à Echinococcus granulosus,,B67,Pas de restriction particulière (valeur par défaut).
B673,0,2,"Infections à Echinococcus granulosus, autres et à localisations multiples",,B67,Pas de restriction particulière (valeur par défaut).
B674,0,2,"Infection à Echinococcus granulosus, sans précision",,B67,Pas de restriction particulière (valeur par défaut).
B675,0,2,Infection hépatique à Echinococcus multilocularis,,B67,Pas de restriction particulière (valeur par défaut).
B676,0,2,"Infections à Echinococcus multilocularis, autres et à localisations multiples",,B67,Pas de restriction particulière (valeur par défaut).
B677,0,2,"Infection à Echinococcus multilocularis, sans précision",,B67,Pas de restriction particulière (valeur par défaut).
B678,0,2,"Infection hépatique à Echinococcus, sans précision",,B67,Pas de restriction particulière (valeur par défaut).
B679,0,2,"Infections à Echinococcus, autres et sans précision",,B67,Pas de restriction particulière (valeur par défaut).
B68,3,0,Infection à Taenia [téniase],,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
B680,0,1,Infection à Taenia solium,,B68,Pas de restriction particulière (valeur par défaut).
B681,0,1,Infection à Taenia saginata,,B68,Pas de restriction particulière (valeur par défaut).
B689,0,1,"Infection à Taenia, sans précision",,B68,Pas de restriction particulière (valeur par défaut).
B69,3,0,Cysticercose,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
B690,0,2,Cysticercose du système nerveux central,,B69,Pas de restriction particulière (valeur par défaut).
B691,0,2,Cysticercose de l oeil,,B69,Pas de restriction particulière (valeur par défaut).
B698,0,2,"Cysticercose, autres localisations",,B69,Pas de restriction particulière (valeur par défaut).
B699,0,2,"Cysticercose, sans précision",,B69,Pas de restriction particulière (valeur par défaut).
B70,3,0,Diphyllobothriase et sparganose,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
B700,0,2,Diphyllobothriase,,B70,Pas de restriction particulière (valeur par défaut).
B701,0,2,Sparganose,,B70,Pas de restriction particulière (valeur par défaut).
B71,3,0,Autres infections à cestodes,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
B710,0,2,Hyménolépiase,,B71,Pas de restriction particulière (valeur par défaut).
B711,0,2,Infection à Dipylidium,,B71,Pas de restriction particulière (valeur par défaut).
B718,0,2,"Autres infections par cestodes, précisées",,B71,Pas de restriction particulière (valeur par défaut).
B719,0,2,"Infection par cestodes, sans précision",,B71,Pas de restriction particulière (valeur par défaut).
B72,0,2,Dracunculose,,,Pas de restriction particulière (valeur par défaut).
B73,0,2,Onchocercose,,,Pas de restriction particulière (valeur par défaut).
B74,3,0,Filariose,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
E614,0,1,Carence en chrome,,E61,Pas de restriction particulière (valeur par défaut).
B741,0,2,Filariose à Brugia malayi,,B74,Pas de restriction particulière (valeur par défaut).
B742,0,2,Filariose à Brugia timori,,B74,Pas de restriction particulière (valeur par défaut).
B743,0,2,Loase,,B74,Pas de restriction particulière (valeur par défaut).
B744,0,2,Mansonellose,,B74,Pas de restriction particulière (valeur par défaut).
B748,0,2,Autres filarioses,,B74,Pas de restriction particulière (valeur par défaut).
B749,0,2,"Filariose, sans précision",,B74,Pas de restriction particulière (valeur par défaut).
B75,0,2,Trichinose,,,Pas de restriction particulière (valeur par défaut).
B76,3,0,Ankylostomiase,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
B760,0,2,Ankylostomose,,B76,Pas de restriction particulière (valeur par défaut).
B761,0,2,Nécatorose,,B76,Pas de restriction particulière (valeur par défaut).
B768,0,2,Autres ankylostomiases,,B76,Pas de restriction particulière (valeur par défaut).
B769,0,2,"Ankylostomiase, sans précision",,B76,Pas de restriction particulière (valeur par défaut).
B77,3,0,Ascaridiase,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
B770,0,1,Ascaridiase avec complications intestinales,,B77,Pas de restriction particulière (valeur par défaut).
B778,0,1,Ascaridiase avec autres complications,,B77,Pas de restriction particulière (valeur par défaut).
B779,0,1,"Ascaridiase, sans précision",,B77,Pas de restriction particulière (valeur par défaut).
B78,3,0,Anguillulose [strongyloïdose],,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
B780,0,1,Anguillulose intestinale,,B78,Pas de restriction particulière (valeur par défaut).
B781,0,1,Anguillulose cutanée,,B78,Pas de restriction particulière (valeur par défaut).
B787,0,1,Anguillulose disséminée,,B78,Pas de restriction particulière (valeur par défaut).
B789,0,1,"Anguillulose, sans précision",,B78,Pas de restriction particulière (valeur par défaut).
B79,0,1,Infection à Trichuris trichiuria,,,Pas de restriction particulière (valeur par défaut).
